unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,status,borough,incident_zip,location_type,latitude,longitude,hours_to_close,hour,day_of_week,month,season
59950274,2024-01-06 10:27:28,2024-01-06 10:50:09,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BRONX,10461,Residential Building/House,40.84986727884993,-73.85330591516451,0.37805555555555553,10,Saturday,1,Winter
59917825,2024-01-03 18:07:07,2024-01-03 18:56:33,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,BROOKLYN,11201,Street/Sidewalk,40.69078162428697,-73.98870615390705,0.8238888888888889,18,Wednesday,1,Winter
59894677,2024-01-01 20:12:00,2024-01-02 09:46:00,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Closed,BROOKLYN,11208,Street,40.68165613379373,-73.86968781270528,13.566666666666666,20,Monday,1,Winter
59932491,2024-01-05 03:13:29,2024-01-05 03:25:53,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Closed,MANHATTAN,10003,Street/Sidewalk,40.73172185922995,-73.98342407217982,0.20666666666666667,3,Friday,1,Winter
59913368,2024-01-03 20:07:18,2024-01-04 12:30:50,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,BRONX,10461,Street/Sidewalk,40.83873071137523,-73.826666537761,16.392222222222223,20,Wednesday,1,Winter
59890164,2024-01-01 00:22:46,2024-01-01 01:35:17,NYPD,New York City Police Department,Illegal Fireworks,N/A,Closed,BROOKLYN,11237,Street/Sidewalk,40.69826452681368,-73.91307232932208,1.208611111111111,0,Monday,1,Winter
59930881,2024-01-04 17:27:45,2024-01-04 18:42:47,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Closed,QUEENS,11421,Street/Sidewalk,40.68792071845069,-73.86116226909643,1.2505555555555556,17,Thursday,1,Winter
59929487,2024-01-04 12:19:00,2024-01-04 23:14:00,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Closed,BRONX,10468,Street,40.87500072523433,-73.88774299167585,10.916666666666666,12,Thursday,1,Winter
59932966,2024-01-05 07:27:12,2024-01-06 19:56:04,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,Closed,BROOKLYN,11225,RESIDENTIAL BUILDING,40.662433989002736,-73.94937590434286,36.48111111111111,7,Friday,1,Winter
59901089,2024-01-02 09:54:34,2024-01-02 10:26:24,NYPD,New York City Police Department,Blocked Driveway,No Access,Closed,BROOKLYN,11206,Street/Sidewalk,40.70166675588997,-73.94711366228282,0.5305555555555556,9,Tuesday,1,Winter
